0.949820122	0.009864003
0.951604022	-0.000255791
0.953208043	-0.000639477
0.955346739	-0.001151059
0.957485434	-0.00166264
0.959089456	-0.002046327
0.960693477	-0.002430013
0.962297499	-0.002813699
0.964837225	0.00041897
0.967854168	-0.000302691
0.970875023	0.004827615
0.973893358	0.006188525
0.976916301	0.014442687
0.980195444	0.005972337
0.983192891	-8.73641E-05
0.985955826	-0.004632656
0.988972769	-0.005354317
0.991942771	-0.001065781
0.995015008	0.005697785
0.998034735	0.009141265
1.001055855	0.014667316
1.004084992	0.032189197
1.007106808	0.038756533
1.010133064	0.051967325
1.013154879	0.058534661
1.016430195	0.068165714
1.019153114	0.078991127
1.022273921	0.083181271
1.025270271	0.092689699
1.028527723	0.109794015
1.031047306	0.11736644
1.034327146	0.133765847
1.037501618	0.143004442
1.040526913	0.154778204
1.043148279	0.164149103
1.046681828	0.183924613
1.049966192	0.207092375
1.053008889	0.244898268
1.056069683	0.309777578
1.05888867	0.389086763
1.061700976	0.458399609
1.065017358	0.529466492
1.068326779	0.590120522
1.072041105	0.654635215
1.075964495	0.730972449
1.080546638	0.814754706
1.084117564	0.890447234
1.088194446	0.970705269
1.091253152	1.032460723
1.094316034	1.100463889
1.097297897	1.172652241
1.100441798	1.23647022
1.103508857	1.310721097
1.106575915	1.384971974
1.110409738	1.47778557
1.113732385	1.558224021
1.116916796	1.619949406
1.119849796	1.681734929
1.122490874	1.745673184
1.126145618	1.84644465
1.128553368	1.912417476
1.131885829	2.007538048
1.134619342	2.084368195
1.13688191	2.146314087
1.139575191	2.225653341
1.141885717	2.296648392
1.144198331	2.370767299
1.146763401	2.446387995
1.149075597	2.51988213
1.151130743	2.585001994
1.153198766	2.669385634
1.155768917	2.752607713
1.157832416	2.830222999
1.159810371	2.905255119
1.161960458	2.9870155
1.164029177	3.072440426
1.166092676	3.150055712
1.167903718	3.226169209
1.169713717	3.300720778
1.171278568	3.384704053
1.172342684	3.47193146
1.173398447	3.546663445
1.174458386	3.62764314
1.175514149	3.702375125
1.176572	3.780230965
1.177890312	3.871563374
1.179192615	3.938946224
1.18024629	4.010554352
1.181295788	4.075914769
1.182609228	4.159958182
1.183922667	4.244001595
1.184976342	4.315609724
1.186032105	4.390341708
1.187087868	4.465073693
1.188407572	4.558488673
1.189723099	4.645655942
1.190776774	4.71726407
1.191828361	4.785748343
1.192882036	4.857356472
1.193939887	4.935212312
1.195250542	5.015090584
1.196568854	5.106422994
1.197622528	5.178031122
1.198688732	5.268382385
1.200009828	5.363879936
1.200580168	5.464764328
