Data from USB2G569231__46__05-57-14-656.txt Node

Date: Thu Dec 14 05:57:14 BDT 2023
User: user
Spectrometer: USB2G56923
Scans to average: 1
Trigger mode: 4
Integration Time (sec): 1.000000E-1
Electric dark correction enabled: true
Boxcar width: 0
XAxis mode: Wavelengths
Number of Pixels in Spectrum: 651
>>>>>Begin Spectral Data<<<<<
350	-0.26
351	-1.16
352	-0.06
353	0.68
354	0.79
355	-0.29
356	-0.31
357	-0.31
358	-0.31
359	-0.31
360	-0.31
361	-0.31
362	-0.32
363	-0.3
364	0.6
365	0.13
366	0.72
367	1.56
368	2.73
369	1.67
370	1.68
371	1.73
372	0.66
373	0.25
374	0.66
375	0.49
376	0.33
377	-0.3
378	0.64
379	-0.67
380	-0.4
381	0.75
382	-1.43
383	-0.29
384	-0.29
385	0.75
386	0.66
387	-0.42
388	-0.32
389	-0.43
390	1.08
391	0.69
392	0.69
393	0.69
394	0.68
395	0.79
396	-0.29
397	-0.31
398	-0.41
399	0.47
400	-0.31
401	-0.41
402	0.51
403	0.56
404	-0.51
405	0.7
406	-0.43
407	0.71
408	2.82
409	1.86
410	2.89
411	1.58
412	-0.15
413	-0.32
414	-0.32
415	-0.4
416	0.56
417	1.67
418	1.69
419	1.24
420	1.63
421	0.69
422	1.16
423	0.61
424	0.68
425	0.69
426	0.52
427	-0.37
428	0.76
429	-0.07
430	1.67
431	0.71
432	0.76
433	0.67
434	-0.28
435	-0.6
436	-0.31
437	-0.3
438	-0.76
439	-0.33
440	-0.32
441	-0.34
442	-1.38
443	-0.45
444	-0.41
445	0.67
446	1.62
447	1.21
448	0.82
449	1.68
450	0.62
451	0.68
452	0.76
453	0.64
454	0.1
455	0.69
456	-1.26
457	-0.71
458	-0.31
459	-0.31
460	0.75
461	0.68
462	0.69
463	0.69
464	0.55
465	0.56
466	0.68
467	1.36
468	0.5
469	1.67
470	0.83
471	1.22
472	1.48
473	0.68
474	0.35
475	1.89
476	0.68
477	1.81
478	2.48
479	1.72
480	1.68
